country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Canada,CA,CAN,124,Insufficient physical activity among school going adolescents,2003,78,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Canada,CA,CAN,124,Insufficient physical activity among school going adolescents,2004,77.8,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Canada,CA,CAN,124,Insufficient physical activity among school going adolescents,2005,77.7,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Canada,CA,CAN,124,Insufficient physical activity among school going adolescents,2006,77.6,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Canada,CA,CAN,124,Insufficient physical activity among school going adolescents,2007,77.5,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Canada,CA,CAN,124,Insufficient physical activity among school going adolescents,2008,77.3,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Canada,CA,CAN,124,Insufficient physical activity among school going adolescents,2009,77.2,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Canada,CA,CAN,124,Insufficient physical activity among school going adolescents,2010,77.1,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Canada,CA,CAN,124,Insufficient physical activity among school going adolescents,2011,76.9,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Canada,CA,CAN,124,Insufficient physical activity among school going adolescents,2012,76.8,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Canada,CA,CAN,124,Insufficient physical activity among school going adolescents,2013,76.7,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Canada,CA,CAN,124,Insufficient physical activity among school going adolescents,2014,76.5,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Canada,CA,CAN,124,Insufficient physical activity among school going adolescents,2015,76.4,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Canada,CA,CAN,124,Insufficient physical activity among school going adolescents,2016,76.3,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2001,90.9,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2002,90.9,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2003,90.9,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2004,91,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2005,91,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2006,91,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2007,91,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2008,91,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2009,91.1,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2010,91.1,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2011,91.1,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2012,91.1,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2013,91.1,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2014,91.1,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2015,91.2,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2016,91.2,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2001,83.9,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2002,83.9,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2003,83.9,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2004,83.9,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2005,83.9,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2006,84,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2007,84,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2008,84,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2009,84,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2010,84,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2011,84.1,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2012,84.1,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2013,84.1,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2014,84.1,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2015,84.1,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2016,84.2,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2001,87.3,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2002,87.4,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2003,87.4,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2004,87.4,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2005,87.4,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2006,87.4,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2007,87.4,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2008,87.5,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2009,87.5,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2010,87.5,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2011,87.5,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2012,87.5,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2013,87.5,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2014,87.6,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2015,87.6,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Chile,CL,CHL,152,Insufficient physical activity among school going adolescents,2016,87.6,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2001,88.6,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2002,88.7,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2003,88.7,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2004,88.7,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2005,88.8,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2006,88.8,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2007,88.8,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2008,88.9,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2009,88.9,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2010,88.9,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2011,89,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2012,89,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2013,89,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2014,89,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2015,89.1,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2016,89.1,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2001,82.3,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2002,82.2,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2003,82,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2004,81.9,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2005,81.7,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2006,81.6,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2007,81.4,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2008,81.3,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2009,81.1,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2010,81,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2011,80.8,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2012,80.7,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2013,80.5,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2014,80.4,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2015,80.2,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2016,80.1,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2001,85.4,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2002,85.3,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2003,85.2,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2004,85.2,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2005,85.1,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2006,85,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2007,84.9,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2008,84.9,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2009,84.8,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2010,84.7,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2011,84.6,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2012,84.6,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2013,84.5,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2014,84.4,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2015,84.3,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
China,CN,CHN,156,Insufficient physical activity among school going adolescents,2016,84.3,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2001,86.8,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2002,86.8,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2003,86.9,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2004,86.9,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2005,86.9,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2006,86.9,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2007,86.9,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2008,86.9,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2009,86.9,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2010,86.9,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2011,86.9,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2012,86.9,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2013,86.9,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2014,87,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2015,87,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2016,87,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2001,81.7,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2002,81.7,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2003,81.6,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2004,81.6,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2005,81.5,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2006,81.5,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2007,81.4,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2008,81.4,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2009,81.4,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2010,81.3,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2011,81.3,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2012,81.2,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2013,81.2,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2014,81.1,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2015,81.1,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2016,81,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2001,84.2,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2002,84.2,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2003,84.2,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2004,84.2,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2005,84.2,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2006,84.1,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2007,84.1,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2008,84.1,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2009,84.1,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2010,84.1,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2011,84,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2012,84,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2013,84,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2014,84,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2015,84,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Colombia,CO,COL,170,Insufficient physical activity among school going adolescents,2016,83.9,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Cook Islands,CK,COK,184,Insufficient physical activity among school going adolescents,2001,87.2,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Cook Islands,CK,COK,184,Insufficient physical activity among school going adolescents,2002,87.3,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Cook Islands,CK,COK,184,Insufficient physical activity among school going adolescents,2003,87.3,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Cook Islands,CK,COK,184,Insufficient physical activity among school going adolescents,2004,87.4,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Cook Islands,CK,COK,184,Insufficient physical activity among school going adolescents,2005,87.4,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Cook Islands,CK,COK,184,Insufficient physical activity among school going adolescents,2006,87.5,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Cook Islands,CK,COK,184,Insufficient physical activity among school going adolescents,2007,87.5,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Cook Islands,CK,COK,184,Insufficient physical activity among school going adolescents,2008,87.5,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Cook Islands,CK,COK,184,Insufficient physical activity among school going adolescents,2009,87.6,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Cook Islands,CK,COK,184,Insufficient physical activity among school going adolescents,2010,87.6,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Cook Islands,CK,COK,184,Insufficient physical activity among school going adolescents,2011,87.6,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Cook Islands,CK,COK,184,Insufficient physical activity among school going adolescents,2012,87.6,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Cook Islands,CK,COK,184,Insufficient physical activity among school going adolescents,2013,87.7,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Cook Islands,CK,COK,184,Insufficient physical activity among school going adolescents,2014,87.7,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Cook Islands,CK,COK,184,Insufficient physical activity among school going adolescents,2015,87.7,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Cook Islands,CK,COK,184,Insufficient physical activity among school going adolescents,2016,87.7,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Cook Islands,CK,COK,184,Insufficient physical activity among school going adolescents,2001,80.7,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Cook Islands,CK,COK,184,Insufficient physical activity among school going adolescents,2002,80.5,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Cook Islands,CK,COK,184,Insufficient physical activity among school going adolescents,2003,80.3,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Cook Islands,CK,COK,184,Insufficient physical activity among school going adolescents,2004,80.1,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Cook Islands,CK,COK,184,Insufficient physical activity among school going adolescents,2005,79.9,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Cook Islands,CK,COK,184,Insufficient physical activity among school going adolescents,2006,79.7,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Cook Islands,CK,COK,184,Insufficient physical activity among school going adolescents,2007,79.5,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Cook Islands,CK,COK,184,Insufficient physical activity among school going adolescents,2008,79.3,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Cook Islands,CK,COK,184,Insufficient physical activity among school going adolescents,2009,79.1,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Cook Islands,CK,COK,184,Insufficient physical activity among school going adolescents,2010,78.9,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Cook Islands,CK,COK,184,Insufficient physical activity among school going adolescents,2011,78.7,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Cook Islands,CK,COK,184,Insufficient physical activity among school going adolescents,2012,78.5,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Cook Islands,CK,COK,184,Insufficient physical activity among school going adolescents,2013,78.3,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Cook Islands,CK,COK,184,Insufficient physical activity among school going adolescents,2014,78.1,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Cook Islands,CK,COK,184,Insufficient physical activity among school going adolescents,2015,77.9,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Cook Islands,CK,COK,184,Insufficient physical activity among school going adolescents,2016,77.7,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Cook Islands,CK,COK,184,Insufficient physical activity among school going adolescents,2001,84,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Cook Islands,CK,COK,184,Insufficient physical activity among school going adolescents,2002,83.9,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Cook Islands,CK,COK,184,Insufficient physical activity among school going adolescents,2003,83.8,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Cook Islands,CK,COK,184,Insufficient physical activity among school going adolescents,2004,83.7,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Cook Islands,CK,COK,184,Insufficient physical activity among school going adolescents,2005,83.7,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Cook Islands,CK,COK,184,Insufficient physical activity among school going adolescents,2006,83.6,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
